"Sample Name"	"Protocol REF"	"Extract Name"	"Protocol REF"	"Parameter Value[kit name]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[plate ID]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[plate position]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[mass spectrometry instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[acquisition parameter file]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[inlet type]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[polarity]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[run number]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[injection number]"	"Term Source REF"	"Term Accession Number"	"Date"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Parameter Value[software]"	"Term Source REF"	"Term Accession Number"	"Data Transformation Name"	"Derived Spectral Data File"	"Factor Value[treatment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[duration]"	"Unit"	"Term Source REF"	"Term Accession Number"
"BLANK"	"extraction/derivatization"	"BLANK"	"PG01-0-1"	"not reported"	""	""	"231657"	""	""	"1"	""	""	"none reported"	""	""	"PG01_QTrap5500_A2B2.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"3"	""	""	"19/05/2010"	"PG01-0-1_231657_1_1_3_BLANK_10000001_BLANK"	"PG01-0-1_231657_01_0_1_3_01_10000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_PG01-0-1_231657"	"PG01-0-1_231657_maf-negative.txt"	""	""	""	""	""	""	""
"BLANK"	"extraction/derivatization"	"BLANK"	"EM01-0-1"	"not reported"	""	""	"231573"	""	""	"1"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-04-13.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"3"	""	""	"17/05/2010"	"EM01-0-1_231573_1_1_3_BLANK_10000001_BLANK"	"EM01-0-1_231573_01_0_1_3_01_10000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_231573"	"EM01-0-1_231573_maf-negative.txt"	""	""	""	""	""	""	""
"BLANK"	"extraction/derivatization"	"BLANK"	"BA01-0-1"	"not reported"	""	""	"306281"	""	""	"1"	""	""	"none reported"	""	""	"BA01_1_A1B1_2008-07-24.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"3"	""	""	"17/11/2010"	"BA01-0-1_306281_1_1_3_BLANK_10000001_BLANK"	"BA01-0-1_306281_01_0_1_3_01_10000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_306281"	"BA01-0-1_306281_maf-negative.txt"	""	""	""	""	""	""	""
"BLANK"	"extraction/derivatization"	"BLANK"	"BA01-0-1"	"not reported"	""	""	"231560"	""	""	"1"	""	""	"none reported"	""	""	"BA01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"3"	""	""	"18/05/2010"	"BA01-0-1_231560_1_1_3_BLANK_10000001_BLANK"	"no file1"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_231560"	"BA01-0-1_231560_maf-negative.txt"	""	""	""	""	""	""	""
"BLANK"	"extraction/derivatization"	"BLANK"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"1"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"3"	""	""	"18/05/2010"	"KIT1-0-41_231587_1_1_3_BLANK_10000001_BLANK"	"KIT1-0-41_231587_01_0_1_3_01_10000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-negative.txt"	""	""	""	""	""	""	""
"BLANK"	"extraction/derivatization"	"BLANK"	"BA01-0-1"	"not reported"	""	""	"231612"	""	""	"1"	""	""	"none reported"	""	""	"BA01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"3"	""	""	"20/05/2010"	"BA01-0-1_231612_1_1_3_BLANK_10000001_BLANK"	"BA01-0-1_231612_01_0_1_3_01_10000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_231612"	"BA01-0-1_231612_maf-negative.txt"	""	""	""	""	""	""	""
"BLANK"	"extraction/derivatization"	"BLANK"	"KIT3-0-203"	"Biocrates p180 FIA Part"	""	""	"238811"	""	""	"1"	""	""	"none reported"	""	""	"KIT3-FIA_quick_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"21/05/2010"	"KIT3-0-203_238811_1_1_1_BLANK_10000001_BLANK"	"KIT3-0-203_238811_01_0_1_1_01_10000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT3-0-203_238811"	"KIT3-0-203_238811_maf-negative.txt"	""	""	""	""	""	""	""
"BLANK"	"extraction/derivatization"	"BLANK"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"1"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"3"	""	""	"30/06/2010"	"KIT1-0-41_246622_1_1_3_BLANK_10000001_BLANK"	"KIT1-0-41_246622_01_0_1_3_01_10000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-negative.txt"	""	""	""	""	""	""	""
"BLANK"	"extraction/derivatization"	"BLANK"	"EM01-0-2"	"not reported"	""	""	"306295"	""	""	"1"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-09-16_right.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"3"	""	""	"16/11/2010"	"EM01-0-2_306295_1_1_3_BLANK_10000001_BLANK"	"EM01-0-2_306295_01_0_1_3_01_10000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-2_306295"	"EM01-0-2_306295_maf-negative.txt"	""	""	""	""	""	""	""
"BLANK"	"extraction/derivatization"	"BLANK"	"BA01-0-1"	"not reported"	""	""	"246605"	""	""	"1"	""	""	"none reported"	""	""	"BA01_1_A1B1_2008-07-24.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"3"	""	""	"29/06/2010"	"BA01-0-1_246605_1_1_3_BLANK_10000001_BLANK"	"BA01-0-1_246605_01_0_1_3_01_10000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_246605"	"BA01-0-1_246605_maf-negative.txt"	""	""	""	""	""	""	""
"BLANK"	"extraction/derivatization"	"BLANK"	"EM01-0-1"	"not reported"	""	""	"231626"	""	""	"1"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-04-13.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"3"	""	""	"20/05/2010"	"EM01-0-1_231626_1_1_3_BLANK_10000001_BLANK"	"EM01-0-1_231626_01_0_1_3_01_10000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_231626"	"EM01-0-1_231626_maf-negative.txt"	""	""	""	""	""	""	""
"EM01 Cal1"	"extraction/derivatization"	"EM01 Cal1"	"EM01-0-1"	"not reported"	""	""	"246619"	""	""	"13"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-06-14_right_Q4.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"28/06/2010"	"EM01-0-1_246619_13_1_1_STANDARD_L1_230763_EM01 Cal1"	"EM01-0-1_246619_13_0_1_1_02_230763.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_246619"	"EM01-0-1_246619_maf-negative.txt"	""	""	""	""	""	""	""
"EM01 Cal1"	"extraction/derivatization"	"EM01 Cal1"	"EM01-0-1"	"not reported"	""	""	"231573"	""	""	"13"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-04-13.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"17/05/2010"	"EM01-0-1_231573_13_1_1_STANDARD_L1_230763_EM01 Cal1"	"EM01-0-1_231573_13_0_1_1_02_230763.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_231573"	"EM01-0-1_231573_maf-negative.txt"	""	""	""	""	""	""	""
"EM01 Cal1"	"extraction/derivatization"	"EM01 Cal1"	"EM01-0-2"	"not reported"	""	""	"306295"	""	""	"13"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-09-16_right.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"16/11/2010"	"EM01-0-2_306295_13_1_1_STANDARD_L1_270331_EM01 Cal1"	"EM01-0-2_306295_13_0_1_1_02_270331.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-2_306295"	"EM01-0-2_306295_maf-negative.txt"	""	""	""	""	""	""	""
"EM01 Cal1"	"extraction/derivatization"	"EM01 Cal1"	"EM01-0-1"	"not reported"	""	""	"231626"	""	""	"13"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-04-13.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"19/05/2010"	"EM01-0-1_231626_13_1_1_STANDARD_L1_230763_EM01 Cal1"	"EM01-0-1_231626_13_0_1_1_02_230763.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_231626"	"EM01-0-1_231626_maf-negative.txt"	""	""	""	""	""	""	""
"EM01 Cal2"	"extraction/derivatization"	"EM01 Cal2"	"EM01-0-1"	"not reported"	""	""	"246619"	""	""	"25"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-06-14_right_Q4.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"28/06/2010"	"EM01-0-1_246619_25_1_1_STANDARD_L2_230777_EM01 Cal2"	"EM01-0-1_246619_25_0_1_1_02_230777.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_246619"	"EM01-0-1_246619_maf-negative.txt"	""	""	""	""	""	""	""
"EM01 Cal2"	"extraction/derivatization"	"EM01 Cal2"	"EM01-0-1"	"not reported"	""	""	"231573"	""	""	"25"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-04-13.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"17/05/2010"	"EM01-0-1_231573_25_1_1_STANDARD_L2_230777_EM01 Cal2"	"EM01-0-1_231573_25_0_1_1_02_230777.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_231573"	"EM01-0-1_231573_maf-negative.txt"	""	""	""	""	""	""	""
"EM01 Cal2"	"extraction/derivatization"	"EM01 Cal2"	"EM01-0-2"	"not reported"	""	""	"306295"	""	""	"25"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-09-16_right.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"16/11/2010"	"EM01-0-2_306295_25_1_1_STANDARD_L2_270344_EM01 Cal2"	"EM01-0-2_306295_25_0_1_1_02_270344.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-2_306295"	"EM01-0-2_306295_maf-negative.txt"	""	""	""	""	""	""	""
"EM01 Cal2"	"extraction/derivatization"	"EM01 Cal2"	"EM01-0-1"	"not reported"	""	""	"231626"	""	""	"25"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-04-13.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"19/05/2010"	"EM01-0-1_231626_25_1_1_STANDARD_L2_230777_EM01 Cal2"	"EM01-0-1_231626_25_0_1_1_02_230777.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_231626"	"EM01-0-1_231626_maf-negative.txt"	""	""	""	""	""	""	""
"EM01 Cal3"	"extraction/derivatization"	"EM01 Cal3"	"EM01-0-1"	"not reported"	""	""	"246619"	""	""	"37"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-06-14_right_Q4.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"28/06/2010"	"EM01-0-1_246619_37_1_1_STANDARD_L3_230781_EM01 Cal3"	"EM01-0-1_246619_37_0_1_1_02_230781.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_246619"	"EM01-0-1_246619_maf-negative.txt"	""	""	""	""	""	""	""
"EM01 Cal3"	"extraction/derivatization"	"EM01 Cal3"	"EM01-0-1"	"not reported"	""	""	"231573"	""	""	"37"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-04-13.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"17/05/2010"	"EM01-0-1_231573_37_1_1_STANDARD_L3_230781_EM01 Cal3"	"EM01-0-1_231573_37_0_1_1_02_230781.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_231573"	"EM01-0-1_231573_maf-negative.txt"	""	""	""	""	""	""	""
"EM01 Cal3"	"extraction/derivatization"	"EM01 Cal3"	"EM01-0-2"	"not reported"	""	""	"306295"	""	""	"37"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-09-16_right.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"16/11/2010"	"EM01-0-2_306295_37_1_1_STANDARD_L3_270358_EM01 Cal3"	"EM01-0-2_306295_37_0_1_1_02_270358.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-2_306295"	"EM01-0-2_306295_maf-negative.txt"	""	""	""	""	""	""	""
"EM01 Cal3"	"extraction/derivatization"	"EM01 Cal3"	"EM01-0-1"	"not reported"	""	""	"231626"	""	""	"37"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-04-13.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"19/05/2010"	"EM01-0-1_231626_37_1_1_STANDARD_L3_230781_EM01 Cal3"	"EM01-0-1_231626_37_0_1_1_02_230781.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_231626"	"EM01-0-1_231626_maf-negative.txt"	""	""	""	""	""	""	""
"EM01 Cal4"	"extraction/derivatization"	"EM01 Cal4"	"EM01-0-1"	"not reported"	""	""	"246619"	""	""	"49"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-06-14_right_Q4.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"28/06/2010"	"EM01-0-1_246619_49_1_1_STANDARD_L4_230794_EM01 Cal4"	"EM01-0-1_246619_49_0_1_1_02_230794.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_246619"	"EM01-0-1_246619_maf-negative.txt"	""	""	""	""	""	""	""
"EM01 Cal4"	"extraction/derivatization"	"EM01 Cal4"	"EM01-0-1"	"not reported"	""	""	"231573"	""	""	"49"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-04-13.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"17/05/2010"	"EM01-0-1_231573_49_1_1_STANDARD_L4_230794_EM01 Cal4"	"EM01-0-1_231573_49_0_1_1_02_230794.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_231573"	"EM01-0-1_231573_maf-negative.txt"	""	""	""	""	""	""	""
"EM01 Cal4"	"extraction/derivatization"	"EM01 Cal4"	"EM01-0-2"	"not reported"	""	""	"306295"	""	""	"49"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-09-16_right.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"16/11/2010"	"EM01-0-2_306295_49_1_1_STANDARD_L4_270361_EM01 Cal4"	"EM01-0-2_306295_49_0_1_1_02_270361.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-2_306295"	"EM01-0-2_306295_maf-negative.txt"	""	""	""	""	""	""	""
"EM01 Cal4"	"extraction/derivatization"	"EM01 Cal4"	"EM01-0-1"	"not reported"	""	""	"231626"	""	""	"49"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-04-13.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"19/05/2010"	"EM01-0-1_231626_49_1_1_STANDARD_L4_230794_EM01 Cal4"	"EM01-0-1_231626_49_0_1_1_02_230794.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_231626"	"EM01-0-1_231626_maf-negative.txt"	""	""	""	""	""	""	""
"EM01 Cal5"	"extraction/derivatization"	"EM01 Cal5"	"EM01-0-1"	"not reported"	""	""	"246619"	""	""	"61"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-06-14_right_Q4.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"28/06/2010"	"EM01-0-1_246619_61_1_1_STANDARD_L5_230816_EM01 Cal5"	"EM01-0-1_246619_61_0_1_1_02_230816.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_246619"	"EM01-0-1_246619_maf-negative.txt"	""	""	""	""	""	""	""
"EM01 Cal5"	"extraction/derivatization"	"EM01 Cal5"	"EM01-0-1"	"not reported"	""	""	"231573"	""	""	"61"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-04-13.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"17/05/2010"	"EM01-0-1_231573_61_1_1_STANDARD_L5_230816_EM01 Cal5"	"EM01-0-1_231573_61_0_1_1_02_230816.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_231573"	"EM01-0-1_231573_maf-negative.txt"	""	""	""	""	""	""	""
"EM01 Cal5"	"extraction/derivatization"	"EM01 Cal5"	"EM01-0-2"	"not reported"	""	""	"306295"	""	""	"61"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-09-16_right.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"16/11/2010"	"EM01-0-2_306295_61_1_1_STANDARD_L5_270375_EM01 Cal5"	"EM01-0-2_306295_61_0_1_1_02_270375.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-2_306295"	"EM01-0-2_306295_maf-negative.txt"	""	""	""	""	""	""	""
"EM01 Cal5"	"extraction/derivatization"	"EM01 Cal5"	"EM01-0-1"	"not reported"	""	""	"231626"	""	""	"61"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-04-13.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"19/05/2010"	"EM01-0-1_231626_61_1_1_STANDARD_L5_230816_EM01 Cal5"	"EM01-0-1_231626_61_0_1_1_02_230816.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_231626"	"EM01-0-1_231626_maf-negative.txt"	""	""	""	""	""	""	""
"EM01 Cal6"	"extraction/derivatization"	"EM01 Cal6"	"EM01-0-1"	"not reported"	""	""	"246619"	""	""	"73"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-06-14_right_Q4.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"28/06/2010"	"EM01-0-1_246619_73_1_1_STANDARD_L6_230820_EM01 Cal6"	"EM01-0-1_246619_73_0_1_1_02_230820.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_246619"	"EM01-0-1_246619_maf-negative.txt"	""	""	""	""	""	""	""
"EM01 Cal6"	"extraction/derivatization"	"EM01 Cal6"	"EM01-0-1"	"not reported"	""	""	"231573"	""	""	"73"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-04-13.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"17/05/2010"	"EM01-0-1_231573_73_1_1_STANDARD_L6_230820_EM01 Cal6"	"EM01-0-1_231573_73_0_1_1_02_230820.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_231573"	"EM01-0-1_231573_maf-negative.txt"	""	""	""	""	""	""	""
"EM01 Cal6"	"extraction/derivatization"	"EM01 Cal6"	"EM01-0-2"	"not reported"	""	""	"306295"	""	""	"73"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-09-16_right.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"16/11/2010"	"EM01-0-2_306295_73_1_1_STANDARD_L6_270389_EM01 Cal6"	"EM01-0-2_306295_73_0_1_1_02_270389.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-2_306295"	"EM01-0-2_306295_maf-negative.txt"	""	""	""	""	""	""	""
"EM01 Cal6"	"extraction/derivatization"	"EM01 Cal6"	"EM01-0-1"	"not reported"	""	""	"231626"	""	""	"73"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-04-13.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"19/05/2010"	"EM01-0-1_231626_73_1_1_STANDARD_L6_230820_EM01 Cal6"	"EM01-0-1_231626_73_0_1_1_02_230820.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_231626"	"EM01-0-1_231626_maf-negative.txt"	""	""	""	""	""	""	""
"EM01 Cal7"	"extraction/derivatization"	"EM01 Cal7"	"EM01-0-1"	"not reported"	""	""	"246619"	""	""	"85"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-06-14_right_Q4.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"28/06/2010"	"EM01-0-1_246619_85_1_1_STANDARD_L7_230833_EM01 Cal7"	"EM01-0-1_246619_85_0_1_1_02_230833.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_246619"	"EM01-0-1_246619_maf-negative.txt"	""	""	""	""	""	""	""
