"Sample Name"	"Protocol REF"	"Extract Name"	"Protocol REF"	"Parameter Value[kit name]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[plate ID]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[plate position]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[mass spectrometry instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[acquisition parameter file]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[inlet type]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[polarity]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[run number]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[injection number]"	"Term Source REF"	"Term Accession Number"	"Date"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Parameter Value[software]"	"Term Source REF"	"Term Accession Number"	"Data Transformation Name"	"Derived Spectral Data File"
"M2201"	"extraction/derivatization"	"M2201"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"50"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-41_231630_50_1_1_SAMPLE_222781_M2201"	"KIT1-0-41_231630_50_1_1_1_00_222781.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231630"	"KIT1-0-41_231630_maf-positive.txt"
"KIT2 L4"	"extraction/derivatization"	"KIT2 L4"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"49"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-41_231630_49_1_1_STANDARD_L4_200061_KIT2 L4"	"KIT1-0-41_231630_49_1_1_1_02_200061.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231630"	"KIT1-0-41_231630_maf-positive.txt"
"QC_1"	"extraction/derivatization"	"QC_1"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"55"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-41_231630_55_1_1_QC_1_33000362_QC_1"	"KIT1-0-41_231630_55_1_1_1_03_33000362.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231630"	"KIT1-0-41_231630_maf-positive.txt"
"M239"	"extraction/derivatization"	"M239"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"52"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-41_231630_52_1_1_SAMPLE_222239_M239"	"KIT1-0-41_231630_52_1_1_1_00_222239.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231630"	"KIT1-0-41_231630_maf-positive.txt"
"M2203"	"extraction/derivatization"	"M2203"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"57"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-41_231630_57_1_1_SAMPLE_222803_M2203"	"KIT1-0-41_231630_57_1_1_1_00_222803.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231630"	"KIT1-0-41_231630_maf-positive.txt"
"M1163"	"extraction/derivatization"	"M1163"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"63"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-41_231630_63_1_1_SAMPLE_222260_M1163"	"KIT1-0-41_231630_63_1_1_1_00_222260.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231630"	"KIT1-0-41_231630_maf-positive.txt"
"M2199"	"extraction/derivatization"	"M2199"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"62"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-41_231630_62_1_1_SAMPLE_222764_M2199"	"KIT1-0-41_231630_62_1_1_1_00_222764.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231630"	"KIT1-0-41_231630_maf-positive.txt"
"KIT2 L5"	"extraction/derivatization"	"KIT2 L5"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"61"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-41_231630_61_1_1_STANDARD_L5_200074_KIT2 L5"	"KIT1-0-41_231630_61_1_1_1_02_200074.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231630"	"KIT1-0-41_231630_maf-positive.txt"
"M253"	"extraction/derivatization"	"M253"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"68"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"3"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-3_231630_68_3_1_SAMPLE_222242_M253"	"KIT1-0-3_231630_68_1_3_1_00_222242.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-positive.txt"
"BLANK"	"extraction/derivatization"	"BLANK"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"1"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"3"	""	""	"3"	""	""	"2010-05-20"	"KIT1-0-3_231630_1_3_3_BLANK_10000001_BLANK"	"KIT1-0-3_231630_01_1_3_3_01_10000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-positive.txt"
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"2"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"3"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-3_231630_2_3_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"KIT1-0-3_231630_02_1_3_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-positive.txt"
"M1520"	"extraction/derivatization"	"M1520"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"3"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"3"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-3_231630_3_3_1_SAMPLE_222821_M1520"	"KIT1-0-3_231630_03_1_3_1_00_222821.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-positive.txt"
"M237"	"extraction/derivatization"	"M237"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"64"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"3"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-3_231630_64_3_1_SAMPLE_222211_M237"	"KIT1-0-3_231630_64_1_3_1_00_222211.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-positive.txt"
"M2197"	"extraction/derivatization"	"M2197"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"4"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"3"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-3_231630_4_3_1_SAMPLE_222747_M2197"	"KIT1-0-3_231630_04_1_3_1_00_222747.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-positive.txt"
"M2202"	"extraction/derivatization"	"M2202"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"5"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"3"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-3_231630_5_3_1_SAMPLE_222795_M2202"	"KIT1-0-3_231630_05_1_3_1_00_222795.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-positive.txt"
"M2200"	"extraction/derivatization"	"M2200"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"76"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"3"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-3_231630_76_3_1_SAMPLE_222778_M2200"	"KIT1-0-3_231630_76_1_3_1_00_222778.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-positive.txt"
"M1165"	"extraction/derivatization"	"M1165"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"9"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"3"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-3_231630_9_3_1_SAMPLE_222287_M1165"	"KIT1-0-3_231630_09_1_3_1_00_222287.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-positive.txt"
"KIT2 L1"	"extraction/derivatization"	"KIT2 L1"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"13"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"3"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-3_231630_13_3_1_STANDARD_L1_200030_KIT2 L1"	"KIT1-0-3_231630_13_1_3_1_02_200030.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-positive.txt"
"KIT2 L6"	"extraction/derivatization"	"KIT2 L6"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"73"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"3"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-3_231630_73_3_1_STANDARD_L6_200088_KIT2 L6"	"KIT1-0-3_231630_73_1_3_1_02_200088.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-positive.txt"
"M1198"	"extraction/derivatization"	"M1198"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"74"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"3"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-3_231630_74_3_1_SAMPLE_222374_M1198"	"KIT1-0-3_231630_74_1_3_1_00_222374.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-positive.txt"
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"14"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"3"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-3_231630_14_3_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"KIT1-0-3_231630_14_1_3_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-positive.txt"
"M1340"	"extraction/derivatization"	"M1340"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"15"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"3"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-3_231630_15_3_1_SAMPLE_222309_M1340"	"KIT1-0-3_231630_15_1_3_1_00_222309.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-positive.txt"
"M1339"	"extraction/derivatization"	"M1339"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"75"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"3"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-3_231630_75_3_1_SAMPLE_222291_M1339"	"KIT1-0-3_231630_75_1_3_1_00_222291.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-positive.txt"
"KIT2 L7"	"extraction/derivatization"	"KIT2 L7"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"85"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"3"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-3_231630_85_3_1_STANDARD_L7_200091_KIT2 L7"	"KIT1-0-3_231630_85_1_3_1_02_200091.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-positive.txt"
"M2204"	"extraction/derivatization"	"M2204"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"17"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"3"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-3_231630_17_3_1_SAMPLE_222879_M2204"	"KIT1-0-3_231630_17_1_3_1_00_222879.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-positive.txt"
"M1162"	"extraction/derivatization"	"M1162"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"16"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"3"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-3_231630_16_3_1_SAMPLE_222256_M1162"	"KIT1-0-3_231630_16_1_3_1_00_222256.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-positive.txt"
"QC_1"	"extraction/derivatization"	"QC_1"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"84"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"3"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-3_231630_84_3_1_QC_1_33000362_QC_1"	"KIT1-0-3_231630_84_1_3_1_03_33000362.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-positive.txt"
"M378"	"extraction/derivatization"	"M378"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"87"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"3"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-3_231630_87_3_1_SAMPLE_222343_M378"	"KIT1-0-3_231630_87_1_3_1_00_222343.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-positive.txt"
"M2210"	"extraction/derivatization"	"M2210"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"86"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"3"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-3_231630_86_3_1_SAMPLE_222848_M2210"	"KIT1-0-3_231630_86_1_3_1_00_222848.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-positive.txt"
"M1195"	"extraction/derivatization"	"M1195"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"21"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"3"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-3_231630_21_3_1_SAMPLE_222851_M1195"	"KIT1-0-3_231630_21_1_3_1_00_222851.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-positive.txt"
"M1341"	"extraction/derivatization"	"M1341"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"80"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"3"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-3_231630_80_3_1_SAMPLE_222312_M1341"	"KIT1-0-3_231630_80_1_3_1_00_222312.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-positive.txt"
"QC_1"	"extraction/derivatization"	"QC_1"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"22"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"3"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-3_231630_22_3_1_QC_1_33000362_QC_1"	"KIT1-0-3_231630_22_1_3_1_03_33000362.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-positive.txt"
"KIT2 L2"	"extraction/derivatization"	"KIT2 L2"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"25"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"3"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-3_231630_25_3_1_STANDARD_L2_200043_KIT2 L2"	"KIT1-0-3_231630_25_1_3_1_02_200043.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-positive.txt"
"M377"	"extraction/derivatization"	"M377"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"92"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"3"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-3_231630_92_3_1_SAMPLE_222330_M377"	"KIT1-0-3_231630_92_1_3_1_00_222330.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-positive.txt"
"M1164"	"extraction/derivatization"	"M1164"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"27"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"3"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-3_231630_27_3_1_SAMPLE_222273_M1164"	"KIT1-0-3_231630_27_1_3_1_00_222273.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-positive.txt"
"QC_1"	"extraction/derivatization"	"QC_1"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"26"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"3"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-3_231630_26_3_1_QC_1_33000362_QC_1"	"KIT1-0-3_231630_26_1_3_1_03_33000362.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-positive.txt"
"M238"	"extraction/derivatization"	"M238"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"28"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"3"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-3_231630_28_3_1_SAMPLE_222225_M238"	"KIT1-0-3_231630_28_1_3_1_00_222225.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-positive.txt"
"QC_1"	"extraction/derivatization"	"QC_1"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"88"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"3"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-3_231630_88_3_1_QC_1_33000362_QC_1"	"KIT1-0-3_231630_88_1_3_1_03_33000362.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-positive.txt"
"M2234"	"extraction/derivatization"	"M2234"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"33"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"3"	""	""	"1"	""	""	"2010-05-20"	"KIT1-0-3_231630_33_3_1_SAMPLE_223223_M2234"	"KIT1-0-3_231630_33_1_3_1_00_223223.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-positive.txt"
